id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
1069,51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
1070,38,technician,married,secondary,no,0,yes,no,unknown,20,jun,111,1,-1,0,unknown,no
1071,46,entrepreneur,married,tertiary,no,9,no,no,cellular,8,apr,126,6,-1,0,unknown,no
1072,31,services,married,secondary,no,0,yes,no,cellular,8,may,274,2,-1,0,unknown,no
1073,53,retired,single,secondary,no,1421,yes,no,unknown,13,may,225,2,-1,0,unknown,no
1074,39,management,married,secondary,no,6012,no,no,telephone,19,nov,140,1,119,2,failure,no
1075,31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,no
1076,40,management,divorced,tertiary,no,9541,no,no,cellular,20,nov,128,2,189,1,failure,no
1077,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
1078,42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
1079,34,services,single,secondary,no,215,no,no,cellular,28,jul,56,5,-1,0,unknown,no
1080,39,entrepreneur,single,tertiary,no,243,no,yes,cellular,11,may,128,3,371,1,failure,no
1081,32,unemployed,married,secondary,no,262,no,no,cellular,29,jan,203,1,-1,0,unknown,no
1082,40,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,-1,0,unknown,no
1083,33,entrepreneur,married,tertiary,no,407,yes,no,cellular,28,jul,189,2,-1,0,unknown,no
1084,41,blue-collar,married,primary,no,13,yes,no,cellular,6,may,358,2,306,1,failure,no
1085,35,admin.,married,secondary,no,100,yes,no,cellular,14,may,171,4,-1,0,unknown,no
1086,55,retired,married,secondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure,no
1087,34,management,single,tertiary,no,344,no,no,cellular,14,jul,56,3,-1,0,unknown,no
1088,59,retired,married,secondary,no,0,no,no,cellular,6,aug,142,2,-1,0,unknown,no
1089,44,self-employed,married,secondary,no,-264,yes,no,cellular,29,jan,227,1,-1,0,unknown,no
1090,31,services,married,secondary,no,132,no,no,cellular,7,jul,148,1,152,1,other,no
1091,41,management,single,tertiary,no,4594,yes,no,unknown,4,jun,393,11,-1,0,unknown,no
1092,60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown,no
1093,31,management,married,tertiary,no,271,no,no,cellular,18,nov,89,1,-1,0,unknown,no
1094,27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,unknown,yes
1095,31,blue-collar,single,secondary,no,1000,yes,yes,unknown,27,may,191,1,-1,0,unknown,no
1096,37,blue-collar,single,secondary,no,415,no,no,unknown,18,jun,203,1,-1,0,unknown,no
1097,33,services,single,secondary,no,100,yes,no,cellular,14,may,11,8,297,7,other,no
1098,26,unemployed,single,secondary,no,1,no,no,telephone,31,jul,14,20,-1,0,unknown,no
1099,37,management,married,tertiary,no,586,yes,no,cellular,11,jul,141,2,-1,0,unknown,no
1100,37,technician,single,tertiary,no,2642,yes,no,cellular,25,jul,591,3,-1,0,unknown,no
1101,41,admin.,divorced,secondary,no,270,yes,no,unknown,5,may,222,1,-1,0,unknown,no
1102,53,self-employed,married,tertiary,no,337,yes,yes,cellular,18,nov,80,2,-1,0,unknown,no
1103,29,blue-collar,married,secondary,no,23,yes,no,unknown,14,may,219,4,-1,0,unknown,no
1104,30,blue-collar,single,secondary,no,-93,yes,no,unknown,27,may,149,2,-1,0,unknown,no
1105,39,blue-collar,married,secondary,no,679,yes,no,unknown,17,jun,341,1,-1,0,unknown,no
1106,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,-1,0,unknown,yes
1107,34,unemployed,single,tertiary,no,786,no,no,cellular,28,aug,122,11,-1,0,unknown,no
1108,31,technician,married,tertiary,no,0,yes,no,cellular,25,jul,266,6,-1,0,unknown,no
1109,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no
1110,41,unemployed,married,primary,yes,-581,yes,no,unknown,8,may,218,2,-1,0,unknown,no
1111,30,technician,married,secondary,no,436,yes,no,cellular,5,feb,138,3,206,8,other,no
1112,29,blue-collar,married,secondary,no,1171,yes,no,unknown,28,may,565,2,-1,0,unknown,no
1113,59,entrepreneur,married,tertiary,no,705,yes,no,unknown,20,may,446,2,-1,0,unknown,no
1114,40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,no
1115,45,management,married,tertiary,no,0,no,no,cellular,11,aug,102,4,-1,0,unknown,no
1116,29,technician,single,secondary,no,113,no,no,cellular,16,aug,159,2,185,6,success,no
1117,47,technician,married,tertiary,no,213,no,no,cellular,1,jun,154,1,-1,0,unknown,no
1118,46,management,divorced,secondary,no,270,no,no,unknown,12,jun,125,1,-1,0,unknown,no
1119,42,management,married,secondary,no,1018,no,no,cellular,29,jul,305,2,-1,0,unknown,no
1120,55,retired,married,secondary,no,4230,no,yes,cellular,17,nov,163,3,-1,0,unknown,no
1121,32,blue-collar,married,secondary,no,363,yes,no,unknown,13,may,431,1,-1,0,unknown,no
1122,38,admin.,married,secondary,no,4874,no,no,unknown,6,jun,1291,3,-1,0,unknown,no
1123,54,blue-collar,married,primary,no,211,no,no,unknown,19,jun,200,2,-1,0,unknown,no
1124,30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,no
1125,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
1126,36,technician,married,tertiary,no,473,no,no,cellular,22,aug,72,2,-1,0,unknown,no
1127,33,blue-collar,married,secondary,no,331,yes,no,cellular,14,may,178,7,365,5,other,no
1128,50,management,married,secondary,no,125,yes,yes,cellular,14,may,8,5,-1,0,unknown,no
1129,37,blue-collar,married,primary,no,357,yes,no,cellular,15,may,14,2,344,3,other,no
1130,46,blue-collar,married,unknown,no,-619,yes,no,unknown,28,may,96,1,-1,0,unknown,no
1131,36,management,married,tertiary,no,441,yes,yes,cellular,17,nov,160,2,-1,0,unknown,no
1132,65,retired,married,secondary,no,1220,no,no,cellular,7,sep,127,1,186,2,failure,no
1133,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
1134,35,management,single,secondary,no,83,yes,no,cellular,6,may,90,1,-1,0,unknown,no
1135,52,management,married,tertiary,no,967,no,no,cellular,25,aug,472,10,-1,0,unknown,no
1136,34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown,no
1137,46,housemaid,married,secondary,no,505,no,no,cellular,28,aug,26,7,-1,0,unknown,no
1138,36,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no
1139,55,blue-collar,married,primary,no,145,no,no,telephone,2,feb,59,3,5,2,other,no
1140,30,technician,married,tertiary,no,1126,yes,no,unknown,21,may,370,1,-1,0,unknown,no
1141,26,technician,single,secondary,no,252,no,no,cellular,29,jan,706,2,-1,0,unknown,no
1142,49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,275,1,-1,0,unknown,no
1143,28,entrepreneur,married,tertiary,no,59,no,no,cellular,3,feb,330,3,190,6,failure,no
1144,35,management,married,tertiary,no,1473,yes,no,cellular,20,apr,17,6,322,4,other,no
1145,48,management,married,tertiary,no,732,no,no,cellular,14,aug,157,2,-1,0,unknown,no
1146,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes
1147,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,-1,0,unknown,no
1148,45,blue-collar,married,primary,no,377,no,no,cellular,28,aug,26,23,-1,0,unknown,no
1149,59,unknown,married,unknown,no,1541,no,no,cellular,5,aug,790,1,-1,0,unknown,no
1150,37,management,single,tertiary,no,1449,no,no,unknown,3,jun,291,1,-1,0,unknown,no
1151,55,retired,married,primary,no,173,no,no,cellular,7,aug,168,2,-1,0,unknown,no
1152,33,technician,married,tertiary,no,-482,yes,no,cellular,29,jul,90,3,-1,0,unknown,no
1153,34,admin.,single,tertiary,no,18,yes,yes,cellular,27,oct,114,1,180,1,success,no
1154,47,blue-collar,single,secondary,no,263,yes,yes,cellular,29,jan,127,2,255,1,other,no
1155,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,yes
1156,48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown,no
1157,58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,unknown,no
1158,50,blue-collar,married,secondary,no,1400,yes,no,cellular,11,may,189,1,-1,0,unknown,no
1159,31,services,single,secondary,no,712,no,no,cellular,31,jul,38,25,-1,0,unknown,no
1160,33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
1161,38,services,married,secondary,no,3039,yes,yes,cellular,11,may,146,2,-1,0,unknown,no
1162,54,admin.,married,secondary,no,602,no,no,cellular,3,mar,143,2,-1,0,unknown,yes
1163,35,technician,married,secondary,no,291,no,no,unknown,23,may,100,1,-1,0,unknown,no
1164,45,unknown,married,unknown,no,4413,no,no,telephone,29,jul,77,35,-1,0,unknown,no
1165,33,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235,2,361,4,failure,no
1166,34,self-employed,married,tertiary,no,0,yes,no,cellular,10,jul,95,1,-1,0,unknown,no
1167,33,management,married,tertiary,no,3669,yes,no,cellular,17,apr,370,1,-1,0,unknown,no
1168,46,management,married,tertiary,no,2199,no,no,telephone,27,may,146,1,-1,0,unknown,no
1169,31,management,single,tertiary,no,357,yes,no,unknown,23,may,77,3,-1,0,unknown,no
1170,27,services,married,secondary,no,0,yes,no,cellular,28,jul,334,8,-1,0,unknown,no
1171,48,management,married,tertiary,no,1348,no,no,cellular,20,nov,124,1,-1,0,unknown,no
1172,44,management,married,tertiary,no,0,yes,no,cellular,20,aug,141,3,-1,0,unknown,no
1173,59,blue-collar,married,primary,no,1723,no,no,cellular,10,feb,39,3,-1,0,unknown,no
1174,31,technician,single,secondary,no,4028,no,yes,cellular,25,aug,139,5,-1,0,unknown,no
1175,43,technician,single,secondary,no,326,yes,no,cellular,15,jul,87,8,-1,0,unknown,no
1176,53,management,married,tertiary,yes,-252,no,yes,cellular,24,jul,223,2,-1,0,unknown,no
1177,82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,unknown,yes
1178,60,technician,single,tertiary,no,2934,no,no,cellular,8,aug,233,2,-1,0,unknown,no
1179,33,blue-collar,single,secondary,no,1925,yes,no,cellular,8,may,87,2,67,2,failure,no
1180,29,services,single,secondary,no,441,yes,no,cellular,17,apr,69,1,-1,0,unknown,no
1181,52,services,married,secondary,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,no
1182,39,management,married,tertiary,no,1795,no,no,cellular,8,aug,922,7,-1,0,unknown,yes
1183,48,housemaid,single,secondary,no,1042,no,no,telephone,18,nov,129,2,-1,0,unknown,no
1184,30,self-employed,single,unknown,no,-142,yes,no,cellular,18,may,144,1,-1,0,unknown,no
1185,47,services,married,secondary,no,439,yes,no,cellular,20,aug,156,12,-1,0,unknown,no
1186,56,admin.,married,secondary,no,1554,yes,yes,cellular,6,feb,15,6,190,27,other,no
1187,48,blue-collar,divorced,secondary,no,501,yes,no,cellular,15,may,12,5,-1,0,unknown,no
1188,46,admin.,married,secondary,no,68,yes,no,cellular,27,aug,267,3,-1,0,unknown,no
1189,26,services,married,secondary,no,0,yes,no,unknown,7,may,180,2,-1,0,unknown,no
1190,38,management,married,tertiary,no,1066,yes,no,cellular,28,jan,86,1,189,1,failure,no
1191,30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown,no
1192,31,unemployed,married,secondary,no,90,no,no,cellular,28,jul,121,2,-1,0,unknown,no
1193,39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no
1194,31,technician,married,secondary,no,54,no,no,cellular,20,nov,775,1,-1,0,unknown,no
1195,33,unemployed,single,tertiary,no,3805,yes,no,cellular,4,feb,72,1,-1,0,unknown,no
1196,34,unemployed,single,tertiary,no,906,yes,no,unknown,27,may,101,3,-1,0,unknown,no
1197,46,entrepreneur,married,primary,no,829,no,yes,telephone,21,nov,81,7,-1,0,unknown,no
1198,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
1199,46,admin.,married,secondary,no,154,no,no,cellular,22,aug,58,2,-1,0,unknown,no
1200,49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
1201,31,blue-collar,single,primary,no,3466,yes,no,telephone,29,jan,267,3,183,25,other,no
1202,31,self-employed,married,tertiary,no,81,no,no,cellular,28,aug,532,2,-1,0,unknown,no
1203,29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,no
1204,46,technician,married,unknown,no,557,yes,no,cellular,28,jan,148,1,197,4,failure,no
1205,31,technician,single,secondary,no,31868,no,no,telephone,14,aug,34,6,-1,0,unknown,no
1206,46,blue-collar,married,primary,no,2653,no,no,cellular,18,aug,314,4,-1,0,unknown,no
1207,37,admin.,married,secondary,no,0,yes,no,telephone,15,jul,280,6,-1,0,unknown,no
1208,52,retired,divorced,secondary,no,246,yes,no,unknown,27,may,181,1,-1,0,unknown,no
1209,38,blue-collar,married,secondary,no,8444,yes,no,cellular,17,apr,39,2,324,1,other,no
1210,53,management,married,tertiary,no,913,yes,no,unknown,9,may,244,4,-1,0,unknown,no
1211,22,services,single,secondary,no,250,yes,no,cellular,18,may,117,3,-1,0,unknown,no
1212,52,admin.,married,secondary,no,3703,yes,no,cellular,23,jul,152,1,-1,0,unknown,no
1213,27,technician,single,secondary,no,527,yes,no,unknown,9,may,118,1,-1,0,unknown,no
1214,57,services,divorced,primary,no,362,no,no,unknown,11,jun,187,1,-1,0,unknown,no
1215,43,technician,single,secondary,no,0,yes,no,unknown,14,may,37,3,-1,0,unknown,no
1216,35,admin.,married,secondary,no,614,yes,no,cellular,12,may,242,2,-1,0,unknown,no
1217,59,services,married,primary,no,4295,no,no,telephone,29,jul,129,3,-1,0,unknown,no
1218,30,management,married,tertiary,no,357,yes,no,cellular,8,apr,78,2,289,2,other,no
1219,38,services,married,primary,no,175,no,no,unknown,17,jun,132,2,-1,0,unknown,no
1220,25,technician,married,secondary,no,-559,yes,no,cellular,14,jul,189,3,-1,0,unknown,no
1221,31,self-employed,single,secondary,no,0,yes,no,cellular,15,jul,364,2,-1,0,unknown,no
1222,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,40,2,failure,yes
1223,55,housemaid,married,primary,no,0,no,no,cellular,18,aug,984,2,-1,0,unknown,no
1224,28,blue-collar,single,secondary,no,48,no,no,unknown,26,may,144,3,-1,0,unknown,no
1225,60,entrepreneur,married,primary,no,987,no,no,unknown,19,jun,102,13,-1,0,unknown,no
1226,37,technician,married,secondary,no,0,yes,no,unknown,23,may,412,6,-1,0,unknown,no
1227,38,technician,married,secondary,no,634,no,no,unknown,19,jun,211,2,-1,0,unknown,no
1228,37,admin.,single,secondary,no,0,no,no,cellular,23,oct,93,1,-1,0,unknown,no
1229,52,blue-collar,single,primary,no,2024,yes,no,unknown,14,may,314,1,-1,0,unknown,no
1230,32,technician,married,secondary,no,580,yes,no,cellular,18,may,8,4,279,2,other,no
1231,40,management,married,secondary,no,4025,yes,no,cellular,21,nov,139,2,129,4,failure,no
1232,41,technician,married,secondary,no,305,yes,yes,cellular,10,jul,61,4,-1,0,unknown,no
1233,47,entrepreneur,married,secondary,no,136,yes,no,unknown,20,may,132,1,-1,0,unknown,no
1234,22,technician,single,secondary,no,333,no,yes,telephone,12,nov,129,1,-1,0,unknown,no
1235,37,technician,divorced,secondary,no,5957,yes,no,cellular,14,may,64,3,177,2,failure,no
1236,28,management,single,tertiary,no,278,no,yes,cellular,29,jan,194,1,-1,0,unknown,no
1237,33,management,married,secondary,no,350,yes,no,cellular,13,may,205,1,350,2,failure,no
1238,28,technician,single,tertiary,no,4253,yes,no,cellular,4,feb,336,6,-1,0,unknown,no
1239,46,technician,married,tertiary,no,31630,no,no,cellular,30,nov,448,2,214,1,failure,no
1240,28,management,married,tertiary,no,17,yes,no,cellular,11,jul,16,2,-1,0,unknown,no
1241,38,management,single,tertiary,no,2346,yes,no,cellular,28,jan,315,1,-1,0,unknown,no
1242,45,admin.,married,unknown,no,1577,no,no,unknown,20,jun,16,4,-1,0,unknown,no
1243,27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
1244,31,technician,married,tertiary,no,3338,yes,no,cellular,27,sep,162,2,95,4,failure,no
1245,57,entrepreneur,married,unknown,no,975,yes,yes,cellular,22,jul,236,4,-1,0,unknown,no
1246,37,technician,single,tertiary,no,453,no,no,cellular,18,aug,129,4,-1,0,unknown,no
1247,62,retired,married,secondary,no,1495,no,no,cellular,2,feb,265,1,-1,0,unknown,yes
1248,35,management,married,tertiary,no,231,yes,no,unknown,5,may,139,1,-1,0,unknown,no
1249,25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,-1,0,unknown,no
1250,37,admin.,single,primary,no,912,yes,no,cellular,12,may,637,3,328,22,other,yes
1251,67,technician,married,secondary,no,0,no,no,cellular,13,aug,1152,2,188,1,success,no
1252,35,management,married,tertiary,no,1550,yes,no,unknown,29,may,1611,2,-1,0,unknown,no
1253,37,technician,married,secondary,no,77,yes,yes,cellular,21,nov,44,1,-1,0,unknown,no
1254,48,services,single,secondary,no,561,yes,no,cellular,12,may,214,1,358,2,other,no
1255,35,technician,single,secondary,no,1609,yes,no,unknown,30,may,288,3,-1,0,unknown,no
1256,60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,no
1257,32,management,single,tertiary,no,4262,yes,no,cellular,19,nov,361,1,-1,0,unknown,no
1258,35,management,single,tertiary,no,0,yes,no,unknown,30,may,147,1,-1,0,unknown,no
1259,37,admin.,divorced,secondary,no,295,yes,yes,cellular,19,aug,150,2,-1,0,unknown,no
1260,44,management,married,unknown,no,282,no,no,cellular,9,mar,700,2,154,3,success,yes
1261,47,blue-collar,married,primary,no,-287,yes,no,cellular,13,may,201,1,348,3,failure,no
1262,40,blue-collar,married,secondary,no,395,yes,yes,unknown,23,may,281,1,-1,0,unknown,no
1263,57,retired,married,tertiary,no,-5,no,no,cellular,10,jul,42,1,-1,0,unknown,no
1264,31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,230,1,-1,0,unknown,no
1265,34,management,single,tertiary,no,382,no,no,cellular,5,feb,148,1,94,1,failure,no
1266,24,student,single,secondary,no,2,no,no,cellular,15,may,48,1,-1,0,unknown,no
1267,51,admin.,single,secondary,no,3132,no,no,telephone,5,nov,449,1,176,1,failure,no
1268,29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
1269,27,blue-collar,married,secondary,no,556,yes,no,cellular,9,feb,11,7,-1,0,unknown,no
1270,53,management,married,tertiary,no,3443,yes,no,unknown,28,may,48,2,-1,0,unknown,no
1271,27,technician,single,secondary,no,1601,no,no,cellular,4,feb,390,2,-1,0,unknown,no
1272,32,management,divorced,tertiary,no,12,no,no,cellular,17,jul,321,1,-1,0,unknown,no
1273,19,student,single,unknown,no,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,no
1274,33,management,single,tertiary,no,20794,no,no,cellular,20,aug,226,5,-1,0,unknown,no
1275,28,services,single,secondary,no,-427,yes,yes,unknown,21,may,965,2,-1,0,unknown,no
1276,42,services,married,secondary,no,-369,no,no,cellular,14,jul,72,3,-1,0,unknown,no
1277,53,management,married,tertiary,no,7249,yes,yes,cellular,19,nov,350,1,-1,0,unknown,no
1278,37,management,married,tertiary,no,-120,yes,no,unknown,9,may,77,2,-1,0,unknown,no
1279,31,technician,married,secondary,no,318,no,no,cellular,2,dec,310,1,-1,0,unknown,yes
1280,45,services,married,secondary,no,1306,no,no,unknown,11,jun,125,3,-1,0,unknown,no
1281,33,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jul,96,5,-1,0,unknown,no
1282,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,-1,0,unknown,no
1283,36,admin.,married,secondary,no,194,yes,yes,cellular,7,sep,120,3,-1,0,unknown,no
1284,27,management,single,secondary,no,145,yes,no,cellular,5,feb,67,3,-1,0,unknown,no
1285,57,technician,married,tertiary,no,0,yes,yes,cellular,17,nov,142,1,-1,0,unknown,no
1286,57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no
